,item,originLabel,cultureLabel,ethnic_groupLabel,off_languageLabel,nameLabel,movementLabel,genreLabel,main_subjectLabel,memorializedLabel,sign_eventLabel,narrative_locLabel,countryLabel,taxonLabel,jurisdictionLabel,based_onLabel,part_ofLabel,native_labelLabel,cuisineLabel,areaLabel,used_byLabel,useLabel,political_ideoLabel,religionLabel,political_partyLabel,participant_inLabel,endemicLabel,indigenousLabel,country_sportLabel,subclass_ofLabel
3821,Q3544094,,,,,,,,,,,,Japan,,,,,,,,,,,,,,,,,
3822,Q6907628,,,,,,,,,,,,,,,,Apollo 14,,,,,,,,,,,,,tree
3823,Q6908412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religion
3824,Q2400211,,,,,,,,,,,,United States,,,,Black Muslim movement,,,,,,,,,,,,,
3825,Q2945395,,,,,,,,,,,,United States,,,,Howard University,,,,,,,,,,,,,
3826,Q16468,,,,,,,,,,posthumous birth,,United Kingdom,,,,,,,,,,,,,,,,,
3827,Q59446,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,
3828,Q1938594,,,,,,,,,,,,Serbia,,,,,,,,,,,,,,,,,
3829,Q6909335,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
3830,Q17014295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3831,Q48337,,,African Americans,,,,,,,,,,,,,,,,,,,,Agnosticism,Democratic Party,,,,,
3832,Q156803,,,,,,,,,,,,Germany,,,,,Schloss Moritzburg,,,,,,,,,,,,
3833,Q59938,,,,,,,,,,,,,,,,,,,,,,,,,protests against Bongbong Marcos,,,,
3834,Q837185,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothing
3835,Q3821178,,,,,,,,,,,,,,,,,,,,,3D computer graphics,,,,,,,,
3836,Q474113,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
3837,Q1900271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,folk dance
3838,Q44789,,,,,,,,,,,,,mulberry,,,,,,,,,,,,,,,,tree
3839,Q2500792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3840,Q1882338,,,,,,,,,,,,Belgium,,,,,,,,,,,,,,,,,Romanesque art
3841,Q16678072,,,,,,,,,,,,Soviet Union,,,,,,,,,,,,,,,,,
3842,Q9077,,,Israelites,,,,,,,The Exodus,,,,,,,,,,,,,Mosaic Judaism,,,,,,
3843,Q141336,,,,,,,,,,,,Russia,,,,,,,,,,,,,,,,,
3844,Q685331,Russian Empire,,,,Russian,,,,,,,,,,,,Москвитянинъ,,,,,,,,,,,,
3845,Q696265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,textile
3846,Q676252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user interface
3847,Q28136501,,,,,,,,,,,,,,,,,,,,,motion capture,,,,,,,,
3848,Q3325189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comics
3849,Q6917910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3850,Q111906228,Japan,,,,Japanese,,,,,,,,,,,,,,,,,,,,,,,,
3851,Q752870,,,,,,,,,,,,,,,,,,,,motorist,,,,,,,,,vehicle
3852,Q539809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government agency
3853,Q1233750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,taxi
3854,Q5367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sport
3855,Q48691,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
3856,Q48689,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
3857,Q126804,,,,,,,,,,first ascent,,Turkey,,,,Anatolia,,,,,,,,,,,,,
3858,Q513,,,,,,,,,,1922 British Mount Everest Expedition,,People's Republic of China,,,,Himalayas,珠穆朗玛峰,,,,,,,,,,,,
3859,Q524,,,,,,,,,,Mount Vesuvius eruption of 1631,,Italy,,,,,Vesuvio,,,,,,,,,,,,
3860,Q12099220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,river
3861,Q820236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sport
3862,Q612269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3863,Q9149093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,athlete
3864,Q2751034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animalia
3865,Q1570122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fish
3866,Q56279938,,,,,,,,,,,,Yugoslavia,,,,,,,,,,,,,,,,,
3867,Q847580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,belt conveyor
3868,Q111098073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3869,Q56399059,,,,,,,,,,,,Finland,,,,,,,,,,,,,,,,,
3870,Q170449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixture
3871,Q2090236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,air-dried brick
3872,Q18405362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3873,Q24961792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3874,Q56314232,,,,,,,,Louvre Museum,,,,,,,,,,,,,,,,,,,,,
3875,Q673566,,,,,,,,,,,,,,,,Muslim clergy,,,,,,,Islam,,,,,,jurist
3876,Q36458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organism
3877,Q117322803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer
3878,Q350800,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,
3879,Q451,,,,,,,,,,,,Belgium,,,,,Palais Mondial,,,,,,,,,,,,
3880,Q1479823,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
3881,Q97166215,,,,,,,,,,,,Vietnam,,,,,,,,,,,,,,,,,Q65165488
3882,Q493522,,,,,,,,,,,,Belgium,,,,,,,,,,,,,,,,,municipality
3883,Q612229,,,,,,,,,,,,Estonia,,,,,,,,,,,,,,,,,government agency
3884,Q755707,,,,,,,,,,,,Norway,,,,,,,,,,,,,,,,,municipality
3885,Q70208,,,,,,,,,,,,Switzerland,,canton of Switzerland,,,,,,,,,,,,,,,administrative territorial entity of Switzerland
3886,Q1320721,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,mountain
3887,Q6936821,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,
3888,Q974352,,,,,,,,,,,,Germany,,,,,Munzinger-Archiv GmbH,,,,,,,,,,,,
3889,Q6937673,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,
3890,Q1720510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monument
3891,Q16963393,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
3892,Q16542,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
3893,Q12859136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3894,Q51099,,,,,,,,musical instrument,,,,Italy,,,,,Museo teatrale alla Scala,,,,,,,,,,,,
3895,Q1649688,,,,,,,,,,,,Japan,,,,,,,,,,,,,,,,,
3896,Q18608406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animal-powered transport
3897,Q83093,,,,,,,,,,,,,,,,Fungi,,,,,,,,,,,,,organism
3898,Q16254165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,applications of artificial intelligence
3899,Q1198887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,director
3900,Q6941964,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,music festival
3901,Q210277,,,,,,,genre art,,,,,,,,,,,,,,,,,,,,,,
3902,Q245931,,,,,,,,,,,,Cyprus,,,,,,,,,,,,,,,,,music of the Middle East
3903,Q257533,,culture of Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,music of East Asia
3904,Q427183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,music of Latin America
3905,Q9212979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,musical group
3906,Q6942592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,musician
3907,Q5152,,,Turks,,,,,,,,,,,,,,,,,,,,,Republican People's Party,,,,,
3908,Q3331002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909,Q1470461,,,,,,,,,,,,Zimbabwe,,,,,,,,,,,,,,,,,
3910,Q19476,,,,,,,,,,,,Hungary,,,,,,,,,,,,,,,,,
3911,Q32780,India,,,,,,romantic comedy,,,,,,,,,,,,,,,,,,,,,,
3912,Q6945492,,,,,,,,,,,,India,,,,,,,,,,,,,,,,,
3913,Q81329957,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3914,Q60794338,,,,,,,,,,,,,,,,parasitism,,,,,,,,,,,,,organism
3915,Q460973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plantae
3916,Q10086,,,,,,,,,,,,India,,,,,ಮೈಸೂರು,,,,,,,,,,,,
3917,Q1200678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film
3918,Q924893,,,,,,,electronic dance music,,,,,Netherlands,,,,,,,,,,,,,,,,,
3919,Q3331891,,,,,,Inklings,,,,,,,,,,,,,,,,,,,,,,,fantasy
3920,Q22948424,,,,,,,,,,,,,,,,Ancient Semitic religion,,,,,,,,,,,,,
3921,Q6957275,,,,,,,,,,,,,,,,,Национални строј,,,,,antisemitism,,,,,,,political party
3922,Q2496232,Colombia,,,,,,,,,,,Colombia,,,,,nadaísmo,,,,,,,,,,,,
3923,Q30426,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
3924,Q47619,,,,,,,short story,,,,,,,,,,,,,,,,atheism,African National Congress,World Economic Forum Annual Meeting 2004,,,,
3925,Q76665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,Q28018321,,,,,,,hip-hop,,,,,,,,,,,,,,,,,,,,,,
3927,Q715084,North Korea,,,,,,,,,,,,,,,,냉면,,,,,,,,,,,,Korean noodles
3928,Q138469,,,,,,,,,,,,India,,,,,,,,,,,,,,,,,snake worship
3929,Q546116,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,pole weapon
3930,Q2723199,,,,,,,,,,,,,,,,,,,,,,,Tenrikyo,,,,,,
3931,Q55501,,,,,,,,,,,,South Korea,,,,,낙동강,,,,,,,,,,,,
3932,Q6961677,,,,,,,,,,,,India,,,,,,,,,,,,,,,,,folk dance
3933,Q57334392,,,,,,,,given name,,,,,,,,,,,,,,,,,,,,,law
3934,Q1810488,,,,,,,,,,,,Norway,,,,,,,,,,,,,,,,,
3935,Q132121963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3936,Q130279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organism
3937,Q6964316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,folk dance
3938,Q2634,,,,Italian,,,,,,Siege of Naples,,Italy,,,,,Napoli,,,,,,,,,,,,
3939,Q123384126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3940,Q2467,,,,,,,,,,,,The Bahamas,,,,,Nassau,,,,,,,,,,,,
3941,Q76711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3942,Q274899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943,Q6969698,,,,,,,hip-hop,,,,,,,,,,,,,,,,,,,,,,
3944,Q6414041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dance
3945,Q270794,,,,,,,,,,,,United States,,,,,The National Academy of Sciences,,,,,,,,,,,,
3946,Q308084,,,,,,,,,,,,Norway,,,,,,,,,,,,,,,,,
3947,Q1505018,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,literary award
3948,Q6971094,,,,,,,,,,,,Philippines,,,,,,,,,,,,,,,,,
3949,Q1066538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city
3950,Q367690,,,,,,,,,,,,Russia,,,,,,,,,,,,,,,,,
3951,Q16965797,,,,,,,,lifestance organisation,,,,,,,,,,,,,,,,,,,,,organization
3952,Q940077,,,,,,,,,,,,Venezuela,,Venezuela,,,,,,,,,,,,,,,
3953,Q61629906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recurring sporting event
3954,Q751111,,,,,,,,,,,,Afghanistan,,,,,,,,,,,,,,,,,
3955,Q1967234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3956,Q387300,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
3957,Q925456,,,,,,,,,,,,Belgium,,Belgium,,,,,,,,,,,,,,,
3958,Q680408,United States,,,,English,,,,,,,,,,,,,,,,,,,,,,,,
3959,Q82591,,,,,,,,,,,,Costa Rica,,,,,,,,,,Third Way,,,,,,,
3960,Q22806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government agency
3961,Q893745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monument
3962,Q473851,,,,,,,public art,,civilian casualty,,,Netherlands,,,,Top 100 of Dutch monuments 1940-1958,,,,,,,,,,,,,
3963,Q484054,,,,,,,,,,,,South Korea,,,,,,,,,,,,,,,,,
3964,Q559560,,,,,,,,,,,,Republica Moldova,,,,,,,,,,,,,,,,,
3965,Q6974707,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,literary award
3966,Q3336962,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,government agency
3967,Q667618,,,,,,,,,,,,Empire of Japan,,,,,,,,,,,,,,,,,
3968,Q1194951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,national symbol
3969,Q620085,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
3970,Q80719,,,,,,,,,,,,United States,,,,,National Union Party,,,,,abolitionism,,,,,,,
3971,Q3176665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,law
3972,Q1969722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy
3973,Q615851,,,,,,Early Netherlandish painting,religious art,Nativity of Jesus,,,,,,,,,,,,,,,Christianity,,,,,,
3974,Q51628,,,,,,,,,,,,,,,,chronology of Jesus,,,,,,,Christianity,,,,,,
3975,Q62581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3976,Q2920737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,construction
3977,Q1349255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geographic location
3978,Q29524,,,,,,,,,,,,,,,,Q24879313,,,,,,,,,,,,,law
3979,Q1971724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religion
3980,Q56001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3981,Q16761700,,,,,,,,,,,,,,,,,,,,,environmental education,,,,,,,,interpretation centre
3982,Q13548323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,textile
3983,Q3250126,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
3984,Q6982032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tradition
3985,Q857678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plantae
3986,Q936700,,,,,,,,university and college admission,,,,,,,,,,,,,,,,,,,,,university and college admission
3987,Q3413329,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,neighborhood
3988,Q287414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neighborhood
3989,Q6988077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neighborhood
3990,Q1969642,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,neighborhood
3991,Q127386405,,,,,,,,,,,,United States,,Cincinnati,,,,,,,,,,,,,,,neighborhood
3992,Q17015330,,,,,,,,,,,,United States,,,,Minneapolis,,,,,,,,,,,,,neighborhood
3993,Q12063697,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,neighborhood
3994,Q6988049,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,neighborhood
3995,Q271035,,,,,,,,,,,,,,,,city,,,,,,,,,,,,,neighborhood
3996,Q6988097,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,neighborhood
3997,Q6988108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neighborhood
3998,Q6988112,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,neighborhood
3999,Q6988184,,,,,,,,,,,,India,,,,,,,,,,,,,,,,,neighborhood
4000,Q31271043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neighborhood
4001,Q633,,,,,,,blues,,,,,,,,,,,,,,,,,,Live Aid,,,,
4002,Q751806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animalia
4003,Q527006,,ليونان لقديمة,,,,,,,,,,Greece,,,,,,,,,,,,,,,,,stephanitic games
4004,Q25302550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,Q1982463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,burlesque
4006,Q589655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4007,Q14378,,,,,,,,,,,,,,,Classicism,,,,,,,,,,,,,,Western art
4008,Q3271544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,modern architecture
4009,Q6993336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010,Q162145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4011,Q3347267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monument
4012,Q3338432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013,Q16541,,,,,,,,,,,,Switzerland,,,,,Nesthorn,,,,,,,,,,,,
4014,Q29083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4015,Q504825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,textile
4016,Q5993999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sport
4017,Q361792,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,,
4018,Q3958,,,,,,,,,,,,Germany,,,,,Neubrandenburg,,,,,,,,,,,,
4019,Q335195,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
4020,Q683159,Germany,,,,German,,,,,,,,,,,,,,,,,,,,,,,,
4021,Q157316,,,,,,,,,,architectural reconstruction,,Germany,,,,Staatliche Museen zu Berlin,Neues Museum,,,,,,,,,,,,
4022,Q4363,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
4023,Q6337803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biologist
4024,Q4152,,,,,,,,,,topping out,,Germany,,,,"The Palaces of King Ludwig II of Bavaria: Neuschwanstein, Linderhof, Schachen and Herrenchiemsee",Schloss Neuschwanstein,,,,,,,,,,,,
4025,Q130563,United States,,,,,,heavy metal,,,,,,,,,,,,,,,,,,,,,,
4026,Q7005447,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,
4027,Q370968,,,,,,,,,,,,Bulgaria,,,,,Нов български университет,,,,,,,,,,,,
4028,Q16854073,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reformed Christianity
4029,Q223153,,,,,,,,,,,,Greece,,,,,Νέα Δημοκρατία,,,,,Christian democracy,,,,,,,
4030,Q4800,,,,,,,,,,,,Montenegro,,,,,,,,,,Albanians in Montenegro,,,,,,,
4031,Q27474,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
4032,Q3338945,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,horror film
4033,Q1980139,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,poetry
4034,Q3100525,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
4035,Q79202,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
4036,Q477544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religion
4037,Q525592,United Kingdom,,,,English,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,
4038,Q7016488,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,
4039,Q7011765,,,,,,,,,,,,Australia,,,,,,,,,,,,,,,,,literary award
4040,Q940573,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,faith healing
4041,Q735901,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042,Q1425198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,weird fiction
4043,Q370625,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
4044,Q2929068,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
4045,Q110269344,,,,,,,,,,,,New Zealand,,,,,,,,,,,,,,,,,architect
4046,Q1983398,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
4047,Q10336568,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
4048,Q192283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,archive
4049,Q1684600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,magazine
4050,Q536265,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,snooker tournament
4051,Q2965829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christianity
4052,Q8312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4053,Q65334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4054,Q208993,,,Russians,,,,marine art,,,,,,,,,,,,,,,,,,,,,,
4055,Q106694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056,Q65610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4057,Q619,,,,,,,,,,,,,,,,,,,,,,,Catholicism,,,,,,
4058,Q86269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4059,Q1169843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,Q1989911,,,,,,,,,,,,Japan,,,,,,,,,,,,,,,,,
4061,Q71333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4062,Q1451417,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,,literary award
4063,Q373261,,,,,,,,,,,,,,,,,,,,,,,,,2012 Summer Paralympics,,,,
4064,Q579924,,,,,,,,extrajudicial punishment,,,,,,German-occupied Europe,,,Nacht und Nebel,,,,,,,,,,,,
4065,Q1425399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4066,Q130790,Japan,,,,,,progressive rock,,,,,,,,,,,,,,,,,,,,,,
4067,Q80968,,,,,,,,,,,,,,,,theory of emotion,,,,,,,,,,,,,philosophy
4068,Q201487,,,,,,,,,,,,Japan,,,,,,,,,,,,,,,,,
4069,Q380407,,,,,,,,,,,,,,,,,,,,,,,,,24 Hours of Le Mans,,,,
4070,Q43718,,,,,,,prose,,,,,,,,,,,,,,,,Eastern Orthodoxy,,,,,,
4071,Q64014,,,,,,,,,,,,,,,,,,,,,,,Lutheranism,,,,,,
4072,Q157506,Electorate of Saxony,,,,Ecclesiastical Latin,,,indulgence,,Q134126422,,,,,,,,,,,,,,,,,,,
4073,Q773717,,,,,,,,,,,,Japan,,,,,,,,,,,,,,,,,
4074,Q16910883,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,painting
4075,Q12696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4076,Q2723432,,,,,,,,,,,,,,,,,,,,,,,Hinduism,,,,,,
4077,Q477001,,,,,,,heavy metal,,,,,Germany,,,,,,,,,,,,,,,,,
4078,Q112035,Sweden,,,,,,hardcore punk,,,,,,,,,,,,,,,,,,,,,,
4079,Q1994410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film
4080,Q7042750,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink
4081,Q1994450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neighborhood
4082,Q2479680,,,,,,,,,,,,,,,,,בני נח,,,,,,,,,,,,
4083,Q7466,,,,,,,,,,,,United States,,,,Nob Hill–Russian Hill,,,,,,,,,,,,,
4084,Q37922,,,,,,,,,,,,Sweden,,,,Nobel Prize,,,,,,,,,,,,,Nobel Prize
4085,Q185514,,,,,,,,,,,,,,,,,Noble Eightfold Path,,,,,,,,,,,,
4086,Q85789331,United States,,,,English,,,,,,,,,,,,,,,,,,,,,,,,
4087,Q181861,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock music
4088,Q47227,Netherlands,,,,,,drum and bass,,,,,,,,,,,,,,,,,,,,,,
4089,Q25048059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,philosophy
4090,Q7882536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religion
4091,Q13023682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-humanoid
4092,Q7048984,,,,,,,,,,,,,,,,satyagraha,,,,,,,,,,,,,
4093,Q6508891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religion
4094,Q76611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,philosophical movement
4095,Q638703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,textile
4096,Q370725,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,,
4097,Q3282509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,political party
4098,Q1788409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neoclassicism
4099,Q7050713,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink
4100,Q67417,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
4101,Q2665914,,,,,,,,,,,,United Kingdom,,Northern Ireland,,,,,,,,,,,,,,,cabinet
4102,Q1156826,,,,,,,,,,,,,Wężogłów,,,,,,,,,,,,,,,,fish
4103,Q190238,,,,,,,,,,,,Norway,,,,,,,,,,,,,,,,,
4104,Q16868438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,Q3345174,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,
4106,Q254890,Catalan countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,singer-songwriter music
4107,Q2005755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xiaoshuo
4108,Q472808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,work of fiction
4109,Q6625963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer
4110,Q7065448,,,,,,,,,,,,Ireland,,,,,,,,,,,,,,,,,
4111,Q472699,,,,,,,,protectionism,,,,United States,,,,presidency of Andrew Jackson,,,,,,,,,,,,,crisis
4112,Q26664,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,
4113,Q3867860,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,,
4114,Q7070214,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,tree
4115,Q7070211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nurse
4116,Q2005616,,,,,,,,,,,,Wales,,,,,,,,,,,,,,,,,mountain
4117,Q7070632,Paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,drink
4118,Q125666,,,,,,,pop music,,,,,,,,,,,,,,,,,,,,,,
4119,Q21045181,Republic of the Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weibchen
4120,Q19339,,,,,,,,,,,,United States,,,,,O. Henry Award,,,,,,,,,,,,
4121,Q157082,,,,,Gallo-Romance,,,,,,,,,,,,,,,,,,,,,,,,
4122,Q528008,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,food
4123,Q4540507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4124,Q1232446,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,building material
4125,Q17119677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stop-motion
4126,Q4329488,Ukraine,,,,Russian,,,,,,,Ukraine,,,,,,,,,,,,,,,,,
4127,Q7075402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obscenity
4128,Q1499591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poetry
4129,Q19384767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recurring sporting event
4130,Q17118835,,,,,,,,,,,,,,,,octopus dish,,,,,,,,,,,,,cephalopod as food
4131,Q3175,,,,,,ancient Roman architecture,,,,,,France,,,,,,,,,,,,,,,,,
4132,Q552,,,,,,,,,,,,Poland,,,,,Oder,,,,,,,,,,,,
4133,Q2628487,,,,,,,,,,,,Ukraine,,,,,,,,,,,,,,,,,
